Label,CopyFileA,CopyFileW,CreateDirectoryW,DeleteFileW,DeviceIoControl,FindFirstFileExW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileType,GetFileVersionInfoExW,GetFileVersionInfoSizeExW,GetFileVersionInfoSizeW,GetFileVersionInfoW,GetShortPathNameW,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryA,GetSystemWindowsDirectoryW,GetTempPathW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GetVolumePathNameW,InternetReadFile,MoveFileWithProgressW,NtCreateFile,NtDeviceIoControlFile,NtOpenDirectoryObject,NtOpenFile,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryInformationFile,NtReadFile,NtSetInformationFile,NtWriteFile,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,SetEndOfFile,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,SUMMARY_DIRECTORY_CREATED,SUMMARY_DIRECTORY_ENUMERATED,SUMMARY_DIRECTORY_REMOVED,SUMMARY_FILE_COPIED,SUMMARY_FILE_CREATED,SUMMARY_FILE_DELETED,SUMMARY_FILE_EXISTS,SUMMARY_FILE_FAILED,SUMMARY_FILE_MOVED,SUMMARY_FILE_OPENED,SUMMARY_FILE_READ,SUMMARY_FILE_RECREATED,SUMMARY_FILE_WRITTEN,URLDownloadToFileW,FindFirstFileExA,NtQueryFullAttributesFile
Ransomware,0,0,0,0,8,0,33,19,1,0,7,0,121,0,0,0,0,0,0,9,380,3,0,2,0,0,0,1,6,0,0,1,0,11,15,28,143,38,130,0,0,0,809,1,0,28,3,0,0,0,0,0,0,0,20,60,2,80,0,1,23,0,0,0
Ransomware,0,0,0,15,78,229,0,0,6,0,7,9,65,0,0,0,0,0,2,9,191,1,2,0,3,0,0,0,0,55,614,0,0,1,19,0,359,1,0,0,0,0,116,0,0,0,0,36,2,67,0,0,17,0,14,5,5,69,16,0,18,0,0,0
Goodware,0,0,13,20,0,169,21,12,0,1,12,7,42,0,0,0,0,1,3,0,158,0,5,1,5,0,0,0,9,14,23,1,0,2,0,46,199,52,67,0,0,1,0,1,0,0,0,24,1,0,0,0,9,3,0,47,4,56,0,1,0,0,0,0
Goodware,0,0,0,24,0,0,13,0,2,0,0,37,10,0,0,0,0,0,3,8,460,0,5,0,0,0,0,0,0,132,0,1,54,0,232,60,819,0,27,0,0,0,0,3,0,405,16,54,2,14,0,0,29,4,27,48,0,22,10,1,14,0,0,0
Ransomware,0,0,8,28,1,82,10,0,0,0,0,2,141,0,0,0,0,2,2,7,216,0,2,1,0,0,2,1,8,256,0,1,28,6,0,0,0,0,0,0,0,0,700,0,0,0,0,44,3,13,0,0,3,0,21,62,0,48,11,1,0,0,0,0
Ransomware,0,0,3,0,33,6,3,35,0,1,0,9,3,0,0,0,0,1,0,0,0,0,9,2,0,0,0,0,0,36,1,0,166,0,57,0,0,114,0,0,0,0,345,7,0,228,25,13,2,24,0,0,0,0,0,19,3,2,7,0,2,0,0,0
Ransomware,0,0,0,13,0,150,20,0,0,1,4,0,109,0,0,0,0,0,1,0,0,1,1,2,2,0,1,0,0,12,317,1,47,6,122,79,0,0,0,0,0,1,51,0,0,60,17,0,0,0,0,0,7,0,0,0,4,96,0,1,37,0,0,0
Ransomware,0,0,0,36,0,0,18,0,0,0,0,12,72,0,0,0,0,0,0,3,0,0,3,0,5,0,0,2,6,48,0,1,185,0,21,140,58,42,63,0,0,0,0,4,0,143,2,28,4,8,0,0,0,8,35,0,0,28,0,1,22,0,0,0
Ransomware,0,0,20,0,0,121,25,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,4,0,15,0,19,0,142,0,158,0,0,49,174,0,0,0,0,14,0,0,13,9,3,0,0,0,4,4,5,38,8,0,1,1,8,0,0,0
Goodware,0,0,0,13,0,0,35,130,0,1,7,15,117,0,0,0,0,0,5,0,818,3,22,2,1,0,2,0,5,199,0,1,232,2,220,94,68,87,332,0,0,0,0,0,0,195,38,28,1,19,0,0,14,16,0,63,0,75,0,0,23,0,0,0
Ransomware,0,0,0,19,0,171,13,3,0,1,0,0,33,0,0,0,0,3,1,2,30,0,15,1,0,0,0,3,0,65,81,1,0,16,18,86,0,6,268,0,0,1,427,1,0,50,0,0,0,0,0,0,9,0,0,0,2,0,30,0,13,0,0,0
Ransomware,0,0,0,6,0,20,2,49,3,1,13,4,117,0,0,0,0,0,0,0,90,3,4,2,3,0,0,1,3,78,429,1,32,10,215,0,127,103,0,0,0,0,328,9,0,0,12,0,0,44,0,0,6,5,33,0,3,25,4,1,0,0,0,0
Goodware,0,0,1,11,79,0,3,84,0,0,17,16,67,0,0,0,1,2,0,4,0,4,11,1,3,0,5,1,1,198,0,0,152,8,184,114,0,66,0,0,0,1,0,27,0,90,11,0,5,65,0,0,9,7,10,9,9,41,34,0,9,0,0,0
Goodware,0,0,4,21,41,0,29,53,0,0,0,0,13,0,0,0,0,2,0,10,629,0,6,0,0,0,2,1,0,120,49,0,100,21,104,0,4,0,0,0,0,1,0,16,0,0,5,24,1,7,0,0,0,2,2,48,7,0,7,1,12,0,0,0
Goodware,0,0,10,0,16,0,0,40,0,0,17,20,0,0,0,0,0,0,2,0,401,2,19,0,2,0,1,0,0,192,0,1,10,0,315,0,199,5,0,0,0,0,997,7,0,409,0,0,1,0,0,0,0,0,16,8,0,56,0,2,0,0,0,0
Ransomware,0,0,0,0,64,0,0,150,0,1,3,0,0,0,0,0,0,0,5,0,172,0,15,1,0,0,0,0,0,0,45,0,0,4,148,0,0,9,0,0,0,0,435,11,0,143,30,0,0,8,0,0,0,5,20,11,6,0,0,3,0,0,0,0
Goodware,0,0,16,0,57,49,23,81,5,2,18,0,42,0,0,0,0,0,5,13,364,0,14,1,4,0,1,0,11,166,362,0,214,1,252,55,516,63,165,0,0,0,0,12,0,0,0,54,4,39,0,0,0,4,37,3,8,46,6,4,20,0,0,0
Ransomware,0,0,18,0,0,129,6,0,0,0,0,2,0,0,0,0,0,1,1,1,109,0,2,1,4,0,1,0,0,212,0,1,4,4,0,156,0,18,0,0,0,0,0,14,0,154,11,9,3,0,0,0,0,6,54,0,0,26,16,0,0,0,0,0
Goodware,0,0,0,0,0,0,4,26,0,0,0,4,115,0,0,0,2,0,0,8,527,0,15,0,7,8,2,0,0,192,160,0,145,6,148,133,567,0,188,0,0,1,473,9,0,3,0,44,4,12,0,0,0,12,56,0,0,95,34,2,8,0,0,0
Goodware,0,0,26,30,6,0,0,0,0,0,0,12,69,0,0,0,0,0,4,0,31,3,14,2,2,0,1,0,12,43,105,0,155,10,0,91,62,0,318,0,0,0,1169,5,0,66,22,0,2,36,0,0,11,7,0,9,0,37,19,2,17,0,0,0
Ransomware,0,0,0,4,94,271,1,164,3,0,0,17,94,0,0,0,0,0,9,2,0,0,12,1,3,0,2,0,0,73,0,0,0,11,0,0,0,0,181,0,0,0,1334,4,0,0,9,0,1,16,0,0,2,4,0,37,8,0,7,0,7,0,0,0
Ransomware,0,0,0,0,16,0,0,66,1,1,5,6,59,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,93,49,1,0,13,0,160,9,76,0,0,0,0,0,1,0,201,0,0,0,51,0,0,11,3,12,8,0,81,22,2,15,0,0,0
Ransomware,0,0,0,10,35,352,8,1,0,1,0,3,43,0,0,0,0,4,0,8,246,1,0,0,2,0,1,0,0,96,0,0,21,0,0,0,0,80,0,0,0,0,903,0,0,0,0,39,4,28,0,0,0,0,0,67,0,48,0,1,0,0,0,0
Ransomware,0,0,0,0,83,248,10,0,0,1,5,7,0,0,0,0,0,0,8,3,234,0,7,0,0,0,0,0,2,0,0,0,0,14,257,159,256,46,255,0,0,0,0,0,0,0,24,0,0,21,0,0,14,9,0,0,0,40,28,0,0,0,0,0
Goodware,0,0,9,12,0,0,8,18,4,0,9,9,91,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,195,0,0,9,0,180,106,610,0,5,0,0,1,0,10,0,445,20,30,4,0,0,0,6,2,0,63,5,111,34,1,21,0,0,0
Ransomware,0,0,6,0,48,285,19,139,0,1,0,0,13,0,0,0,0,2,0,3,0,0,7,1,1,0,0,0,1,0,0,0,0,3,274,175,653,0,0,0,0,0,304,0,0,0,0,5,0,7,0,0,0,0,34,8,0,0,6,0,0,0,0,0
Goodware,0,0,15,25,96,192,11,0,2,0,4,16,0,0,0,0,0,1,3,4,0,3,11,1,4,0,0,1,7,353,0,1,9,6,39,149,462,0,67,0,0,1,358,0,0,471,8,7,1,50,0,0,0,2,39,0,3,224,35,0,24,0,0,0
Ransomware,0,0,0,16,21,87,9,118,3,0,2,0,0,0,0,0,0,0,0,5,237,2,0,0,2,0,4,0,0,0,0,0,123,7,0,0,0,0,93,0,0,1,191,0,0,71,3,43,2,0,0,0,3,0,94,9,3,0,3,2,0,0,0,0
Ransomware,0,0,6,0,51,106,12,0,2,1,4,46,64,0,0,0,0,0,1,0,335,0,16,0,1,0,0,0,0,0,32,0,66,4,0,46,262,1,0,0,0,0,0,14,0,0,10,0,0,18,0,0,0,2,0,0,6,22,0,1,0,0,0,0
Goodware,0,0,0,0,0,166,11,209,1,0,6,28,0,0,0,0,0,1,4,9,689,0,8,0,5,0,2,0,4,0,61,0,0,12,92,73,275,0,35,0,0,0,0,1,0,0,0,12,2,7,0,0,0,6,68,36,0,13,0,2,12,0,0,0
Goodware,0,0,7,1,87,0,2,93,0,0,1,37,53,0,0,0,0,1,0,10,430,2,12,0,1,0,2,0,6,243,331,0,144,2,0,51,0,0,47,0,0,0,140,3,0,0,7,45,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Ransomware,0,0,6,6,11,0,16,25,0,0,0,6,92,0,0,0,0,1,0,5,166,0,11,0,2,0,0,2,0,0,351,0,88,0,0,112,188,90,0,0,0,1,159,0,0,53,21,17,0,0,0,0,0,0,8,17,4,0,6,1,0,0,0,0
Ransomware,0,0,0,28,21,207,7,16,0,0,13,2,0,0,0,0,0,0,4,9,585,0,2,1,2,0,1,0,0,74,287,0,46,0,0,125,0,49,5,0,0,0,0,0,0,0,0,40,4,9,0,0,1,0,23,0,1,58,17,0,0,0,0,0
Goodware,0,0,15,51,0,309,1,81,4,0,0,2,84,0,0,0,0,0,1,2,0,2,4,1,7,0,0,0,0,0,364,1,0,2,203,0,269,0,385,0,0,0,622,9,0,18,0,44,3,38,0,0,0,2,21,30,0,28,27,3,9,0,0,0
Ransomware,0,0,0,2,27,40,0,0,0,0,0,0,0,0,0,0,0,3,2,0,166,0,4,1,0,0,0,2,0,0,24,0,162,3,0,0,0,12,211,0,0,0,0,6,0,157,1,0,0,26,0,0,0,0,13,10,0,82,10,1,0,0,0,0
Ransomware,0,0,17,18,57,145,8,0,0,0,0,1,0,0,0,0,0,0,1,3,64,3,3,0,0,0,5,2,7,46,0,1,70,10,155,133,0,0,106,0,0,0,1095,13,0,86,0,0,0,35,0,0,3,5,12,0,0,20,0,1,0,0,0,0
Goodware,0,0,21,5,41,170,1,83,0,0,0,32,7,0,0,0,0,0,0,7,357,1,11,1,5,0,0,0,10,159,68,0,58,7,0,221,261,0,5,0,0,0,53,9,0,134,6,10,2,13,0,0,4,7,62,0,0,45,23,3,23,0,0,0
Goodware,0,0,2,0,38,197,15,155,1,0,0,7,103,0,0,0,0,0,2,2,0,0,0,2,5,0,4,2,5,201,261,0,71,26,188,23,530,104,30,0,0,2,0,0,0,342,0,21,5,26,0,0,8,0,0,10,0,21,0,1,38,0,0,0
Ransomware,0,0,0,13,0,0,0,0,0,0,12,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,83,89,0,70,0,0,0,95,0,63,0,0,0,183,4,0,0,10,19,2,4,0,0,0,0,69,14,0,62,21,1,3,0,0,0
Ransomware,0,0,0,9,20,0,4,0,0,0,0,14,0,0,0,0,0,2,5,3,717,1,8,2,1,0,1,0,4,4,59,1,0,17,171,141,404,0,382,0,0,0,581,6,0,3,18,0,1,0,0,0,14,0,0,42,6,53,20,1,1,0,0,0
Ransomware,0,0,4,9,0,0,0,0,0,0,0,8,175,0,0,0,0,1,0,0,0,0,15,1,0,0,2,0,2,0,0,0,62,23,225,35,120,0,99,0,0,0,0,2,0,23,0,17,3,0,0,0,3,0,11,81,0,39,0,2,29,0,0,0
Goodware,0,0,0,0,0,20,0,172,4,0,8,14,112,0,0,0,0,1,0,6,0,0,10,0,4,0,0,2,0,110,90,1,167,21,212,252,296,27,0,0,0,0,0,19,0,46,0,30,1,48,0,0,27,5,30,7,3,47,11,2,0,0,0,0
Goodware,0,0,0,6,0,22,0,77,0,1,1,0,128,0,0,0,1,2,0,0,0,3,10,0,6,0,0,0,2,249,441,0,42,2,0,91,534,0,0,0,0,0,0,10,0,80,24,0,1,6,0,0,0,7,14,62,0,40,20,1,0,0,0,0
Goodware,0,0,19,24,0,324,14,79,3,1,13,12,147,0,0,3,3,4,0,10,0,0,9,0,6,8,1,0,0,233,0,0,125,21,183,103,643,15,134,0,0,0,765,2,0,47,10,101,3,0,0,0,0,7,67,31,9,104,4,2,0,0,0,0
Goodware,0,0,8,38,28,150,9,98,4,1,8,10,156,0,0,0,0,1,2,3,800,0,0,1,3,0,3,1,0,263,327,0,142,12,166,0,12,15,89,0,0,1,0,9,0,0,23,93,2,0,0,0,10,4,30,28,2,101,11,1,0,0,0,0
Goodware,0,0,16,37,29,162,2,0,1,0,0,6,0,0,0,0,0,1,0,0,185,0,7,1,1,0,1,0,8,58,313,0,1,5,0,103,0,0,0,0,0,0,0,0,0,123,27,0,0,15,0,0,6,0,21,29,6,0,14,1,14,0,0,0
Ransomware,0,0,0,25,0,0,6,0,1,0,3,28,0,0,0,0,0,0,0,0,329,0,0,1,3,0,2,1,1,0,0,0,0,5,13,84,75,0,18,0,0,0,0,13,0,249,0,48,1,15,0,0,3,0,36,1,4,0,5,0,16,0,0,0
Ransomware,0,0,0,33,94,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,565,0,16,0,1,0,1,0,6,235,276,0,0,14,89,0,212,0,0,0,0,0,375,10,0,0,8,0,2,70,0,0,0,1,0,73,4,1,7,3,22,0,0,0
Goodware,0,0,33,6,43,329,0,0,2,0,14,2,10,0,0,0,0,2,2,7,0,0,2,1,9,0,3,1,0,363,0,0,273,9,49,0,98,0,20,0,0,1,598,2,0,147,32,5,1,28,0,0,0,0,97,16,0,26,11,1,3,0,0,0
Goodware,0,0,0,38,13,1,0,169,2,1,2,21,58,0,0,0,1,0,5,8,0,0,0,0,7,0,1,0,3,141,16,0,232,4,292,216,156,42,299,0,0,0,0,1,0,268,11,53,0,45,0,0,0,0,0,67,1,45,15,3,0,0,0,0
Goodware,0,0,4,14,75,0,0,17,3,1,0,9,44,0,0,0,0,0,0,0,292,3,11,0,0,0,3,0,0,21,422,0,144,18,149,68,324,146,0,0,0,0,313,2,0,0,17,4,0,2,0,0,0,10,19,0,2,21,3,1,0,0,0,0
