Label,CopyFileA,CopyFileW,CreateDirectoryW,DeleteFileW,DeviceIoControl,FindFirstFileExW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileType,GetFileVersionInfoExW,GetFileVersionInfoSizeExW,GetFileVersionInfoSizeW,GetFileVersionInfoW,GetShortPathNameW,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryA,GetSystemWindowsDirectoryW,GetTempPathW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GetVolumePathNameW,InternetReadFile,MoveFileWithProgressW,NtCreateFile,NtDeviceIoControlFile,NtOpenDirectoryObject,NtOpenFile,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryInformationFile,NtReadFile,NtSetInformationFile,NtWriteFile,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,SetEndOfFile,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,SUMMARY_DIRECTORY_CREATED,SUMMARY_DIRECTORY_ENUMERATED,SUMMARY_DIRECTORY_REMOVED,SUMMARY_FILE_COPIED,SUMMARY_FILE_CREATED,SUMMARY_FILE_DELETED,SUMMARY_FILE_EXISTS,SUMMARY_FILE_FAILED,SUMMARY_FILE_MOVED,SUMMARY_FILE_OPENED,SUMMARY_FILE_READ,SUMMARY_FILE_RECREATED,SUMMARY_FILE_WRITTEN,URLDownloadToFileW,FindFirstFileExA,NtQueryFullAttributesFile
Ransomware,0,0,0,98,69,24,0,0,7,0,426,45,310,0,0,0,1,7,0,11,410,30,2105,5,0,0,0,1,0,234,1299,1,0,33,2886,474,0,459,261,3,0,15,0,504,0,0,0,0,0,21,0,0,0,25,0,129,0,205,0,3,0,0,0,4
Ransomware,1,0,0,118,0,0,63,1922,10,29,0,35,394,0,0,0,54,8,0,18,0,11,0,3,0,7,0,16,0,0,881,1,0,209,0,194,0,0,0,0,0,61,0,7,0,0,136,0,0,104,0,0,47,23,0,72,0,0,76,0,0,0,0,0
Goodware,0,0,0,100,372,0,0,779,0,89,28,45,211,2,0,2,0,7,0,3,0,18,50,4,1,1,0,9,0,251,0,7,152,44,488,219,2645,139,0,0,0,2,0,0,0,671,66,0,0,0,0,0,7,1,0,97,0,25,0,0,522,0,0,0
Ransomware,0,0,0,74,222,0,5,189,0,20,28,61,9489,3,14,0,6,7,16,20,0,16,33,0,2,7,1,11,6,3193,1510,0,0,167,94,167,0,305,3255,0,0,43,0,43,0,0,20279,0,0,70,0,0,28,3,0,184,0,41,0,0,29,0,0,0
Ransomware,0,0,9,82,99,302,80,348,0,0,4,28,5649,0,0,0,1,0,13,3,538,24,16,0,3,0,0,21,0,0,1460,1,0,42,172,356,0,400,230,0,0,2,0,35,0,0,96,0,0,149,4,0,31,9,0,111,0,129,196,0,14,8,0,0
Ransomware,0,0,0,60,54,0,89,2951,5,8,11,0,135,0,0,0,7,1,233,16,118,2,39,2,0,6,1,20,0,64852,594,0,0,734,253,473,0,76,195,3,0,64,49,12,0,0,0,120,0,162,0,69,44,23,0,178,0,6,0,0,37,0,0,0
Goodware,68,0,0,22,151,0,0,337,2,13,1480,119,307,0,0,0,5,5,0,12,2368,0,3,5,1,7,0,14,0,540,1319,0,0,271,78,645,0,355,250,0,0,0,0,0,0,0,160,153,1,0,0,0,35,0,0,201,0,2083,0,0,83,0,0,0
Goodware,68,0,0,1907,0,0,0,0,56,5,407,0,0,0,0,2,6,2,4,19,1468,6,0,4,1,0,1,17,5,565,0,1,0,1,0,465,523,485,2384,0,0,75,0,2,0,0,0,0,0,0,0,0,0,1309,0,183,1,0,0,0,0,0,0,0
Goodware,0,0,0,85,396,0,50,0,6,1,318,0,0,0,0,0,1,0,10,19,0,7,3,4,4,0,0,11,46,0,1430,1,0,21,729,603,0,310,774,1,0,35,380,6,0,0,0,105,0,49,0,0,12,8,0,64,0,146,0,5,46,0,0,0
Ransomware,68,0,14,90,21,0,0,0,0,0,1544,22,0,2,2,3,1,3,5,11,44319,740,0,2,1,0,0,13,12,2032,237,0,0,2956,0,259,46,406,0,10,0,14,0,0,0,0,43,38,0,14,0,0,0,10,0,599,0,77,0,2,0,5,0,0
Goodware,0,0,0,148,104,380,0,0,10,0,3453,19,60,0,0,0,1,3,30,0,0,23,25,4,8,7,0,0,0,0,1581,28,0,29,2426,237,0,492,2662,0,0,39,0,2467,0,0,0,0,0,0,4,64,242,0,0,133,0,58,6,2,83,0,0,0
Goodware,0,10,0,3,443,0,13,97,0,10,442,70,160,0,2,0,1,0,0,21,435,1532,9,0,2,7,1,11,0,702,1189,0,0,26,0,704,1142,211,304,0,10,51,870,0,0,503,107,27,122,0,3,0,8,3,0,131,0,0,0,11,12,0,0,0
Goodware,0,0,0,0,266,24,10,0,0,0,0,0,386,3,0,0,0,10,0,15,0,19,35,0,6,29,0,2677,0,789,1133,0,0,26,0,4350,37,0,3323,0,0,1,745,37,0,0,58,103,0,0,21,0,42,24,105,137,21,142,0,0,50,0,0,4
Ransomware,0,0,0,91,98,0,0,431,2,0,16,2,270,0,0,0,0,0,0,4,0,11,33,4,0,7,0,0,15,508,1234,0,1231,17,0,374,0,429,231,0,0,10,0,0,0,0,0,10,0,0,0,0,53,0,0,179,0,0,0,0,59,0,0,0
Ransomware,0,0,0,99,0,245,76,325,0,16,46,25,35,0,0,0,1,0,0,15,0,17,16,0,0,0,4,4,22,214,1596,0,0,40,171,510,0,276,261,0,0,56,0,27,0,385,102,619,0,145,0,1,50,0,0,141,0,0,3332,0,0,0,0,0
Ransomware,68,0,0,114,314,104,0,0,4,0,120,34,0,0,0,0,6,0,6,26,0,11,13,0,0,8,0,3,0,566,952,0,0,167,0,390,0,526,179,0,0,81,495,30,0,205,74,0,58,165,0,0,0,1,0,98,0,81,0,0,5,1,0,0
Goodware,0,0,0,69,204,0,48,145,0,0,330,114,100,1,0,0,1,0,7,28,0,0,15,0,11,0,0,12,0,367,807,0,0,45,0,289,0,353,0,1,0,68,369,2,0,0,16,2428,0,1571,0,0,3,11,43,23,0,134,0,0,0,0,0,0
Goodware,0,0,0,0,207,127,0,48,0,75,176,1794,199,3,0,0,7,0,0,0,0,19,0,3,0,0,0,13,0,358,1009,0,0,215,167,593,87,0,0,0,0,0,0,0,0,0,0,108,0,34,0,0,0,14,0,35,0,0,42,1,32,0,0,0
Goodware,0,0,0,18,218,162,46,0,1,0,31,96,0,0,0,0,7,0,28,17,0,2,36,0,0,7,0,15,0,66,520,0,0,107,412,0,2222,53,0,0,0,2,346,17,0,0,1399,297,186,0,1,0,947,3,0,24,0,0,78,0,99,0,5,0
Ransomware,0,0,0,94,366,0,0,191,0,5,3453,26,229,0,0,2,5,6,0,10,0,9,30,2,2,0,12,14,0,335,305,0,13,9,225,302,0,202,0,0,0,12,0,0,0,69,125,194,30,0,0,0,34,0,53,40,12,0,0,0,64,1,0,0
Goodware,0,0,0,135,183,7,0,0,0,0,302,17,322,0,0,0,0,4,0,16,0,33,45,0,0,0,0,13,27,0,1228,1,0,22,0,0,0,351,515,0,0,0,804,0,0,952,134,0,2,0,0,0,7,0,0,48,0,91,14,0,2,0,0,0
Ransomware,0,0,0,0,214,0,46,388,1,6,0,1243,0,0,0,0,0,0,0,1,1345,11,21,6,11,0,0,14,9,813,125,1,0,29,0,727,0,97,0,0,0,10,0,3,0,0,10,167,0,0,5,0,75,18,0,140,0,1372,0,0,1865,1,0,0
Ransomware,0,0,0,109,306,0,0,200,0,0,143,75,119,0,0,0,2,0,5,30,0,22,18,3,8,8,0,12,0,146,0,0,0,45,179,293,0,347,3758,0,0,1,577,0,0,0,0,84,0,0,0,0,61,5,0,0,24,0,0,0,44,0,0,0
Ransomware,4,0,0,57,268,0,27,1602,0,0,4,78,0,0,0,0,0,0,0,13,629,20,44,0,0,0,0,4,1,637,731,0,0,23,326,587,0,369,0,10,0,2,0,0,0,0,0,39,0,0,3,0,355,0,0,115,0,0,22,0,313,0,0,0
Goodware,1,0,138,102,287,0,0,0,1,10,10,47,253,0,1,0,0,0,0,25,0,14,39,3,1,9,0,0,11,501,1209,0,0,0,78,655,0,436,1352,115,0,161,0,48,0,0,85,0,0,0,5,0,9,0,61,112,0,0,0,0,54,1,0,0
Goodware,0,0,0,144,171,342,0,0,0,0,9,15,336,0,0,0,0,0,14,21,0,29,43,2,1,0,0,0,0,410,9588,0,5250,200,140,209,0,436,0,0,0,2,2276,11,0,0,59,39,0,27,0,0,721,0,0,108,0,2551,53,2,3654,0,0,3
Goodware,0,0,35,0,203,40,67,0,0,0,121,104,0,0,0,0,2,0,0,24,0,10,11,3,0,0,0,0,0,220,0,0,0,0,257,0,651,205,0,0,0,0,2724,16,0,111,10,0,2,0,0,0,5,9,44,0,0,0,0,0,18,0,0,0
Ransomware,0,0,0,0,284,11082,63,279,4,0,15,38,263,0,0,0,1,1,0,20,0,12,50,6,0,6,0,19,0,228,906,0,315,38,0,429,492,271,196,0,0,1,64,0,0,0,144,0,0,0,1,0,36,15,0,34,6,0,72,0,42,0,0,0
Goodware,0,0,0,64,17,0,23,450,0,0,0,61,806,0,0,0,1,12,0,21,0,0,16,4,13,0,0,23,0,3241,699,0,0,0,0,455,0,66,7,0,0,3,0,0,0,0,0,19,0,0,0,0,51,22,0,145,0,153,685,0,14,0,0,0
Ransomware,0,0,0,65,0,0,3730,98,0,0,276,0,0,0,2,0,1,49,0,1,0,28,20,1,5,0,0,19,0,156,819,6,0,13,0,381,0,156,375,0,0,3,0,0,0,31729,10,0,0,1275,0,0,2,15,1102,137,0,0,37,0,25,0,0,0
Goodware,0,0,0,0,163,81,90,189,5,15,434,83,0,0,0,0,1,1,0,23,0,20,52,0,0,0,7,10,0,517,686,0,152,136,261,205,0,172,0,0,0,2,0,0,0,231,0,0,0,0,0,0,47,14,0,147,0,72,21,0,1,0,0,0
Goodware,0,0,0,107,239,0,4814,363,4,0,7,28,0,0,0,0,1,0,0,24,0,1889,14,6,0,0,0,8,0,452,0,0,0,4,0,436,586,404,12,0,0,3,2320,0,0,0,0,0,0,3,4,0,3,25,0,15,0,0,0,0,48,0,0,0
Ransomware,0,0,0,27,143,0,6,134,0,0,543,32,0,2,0,0,1,1,2,24,0,0,14,0,2,0,0,0,0,477,340,0,151,78,76,19,318,261,4305,0,0,3,0,15,0,228,2136,1273,0,0,0,0,26,0,0,0,0,534,0,0,447,0,5,0
Ransomware,0,0,0,0,166,562,0,565,0,0,4,59,86,0,0,3,5,0,0,12,0,5,40,0,5,0,0,16,0,553,0,0,0,11,0,375,220,177,2613,0,0,17,0,227,0,0,82,0,0,0,1,0,207,11,0,0,0,0,41,0,72,0,0,0
Ransomware,0,0,0,91,69,141,14,0,6,25,254,62,165,0,0,0,1,0,1,23,0,9,26,0,0,0,0,9,9,577,685,1,86,179,0,653,579,432,0,0,0,39,2390,1,0,293,122,0,4,624,0,0,47,1489,0,3,0,0,0,0,2648,0,0,0
Ransomware,0,0,0,125,0,0,37,223,7,0,13,0,345,2,0,0,1,8,0,16,238,8,0,0,0,0,0,23,0,258,389,1,0,4,0,450,0,429,0,3,0,3,384,0,0,0,0,43,0,9,0,0,17,15,0,72,0,0,18,0,1,0,0,0
Goodware,0,0,0,30,0,3516,0,448,0,4,5,64,369,0,0,0,7,3,0,19,101,19,33,0,3,0,0,10,0,493,1181,1,534,61,0,3266,0,389,62,0,0,0,965,8,0,120,181,0,0,13,0,0,47,0,0,100,0,0,0,0,13,0,0,0
Ransomware,0,0,0,164,0,0,64,462,0,5,141,99,41,0,0,2,1,5,0,27,0,17,25,39,7,11,0,10,0,474,1096,0,0,17,0,635,0,67,33959,0,0,66,0,21,0,0,42,0,0,43,0,0,38,26,0,44,26,81,0,5,0,0,0,0
Goodware,1,0,0,91,207,5685,48,350,0,0,12,99,1,0,0,0,0,0,0,16,0,27,11,17,2,7,0,7,0,497,0,0,290,45,0,524,0,0,0,0,0,76,907,0,0,0,0,2294,0,76,0,0,25,21,239,50,1820,0,12,0,138,0,0,0
Goodware,0,0,0,11,0,797,83,451,0,25,112,0,208,0,0,0,1,2,13,25,735,4,0,2,7,7,0,21,0,733,815,0,139,320,0,673,0,400,0,0,0,39,0,16,0,298,129,0,4,127,5,0,0,18,29,61,0,0,0,0,3350,0,0,0
Ransomware,0,6,8,138,415,0,0,60,0,16,547,100,168,0,0,0,4,8,11,26,0,0,45,4,0,0,0,15,0,389,817,0,57,13,0,481,0,0,0,1,0,12,388,0,0,34,0,0,0,0,5,0,22,5,0,80,0,0,9,0,38,0,0,0
Goodware,26,0,0,31,238,0,61,0,0,24,0,0,147,0,0,0,2,0,0,6,1223,22,235,3,5,7,0,14,0,64852,1344,1,0,31,0,747,330,204,361,115,0,2,0,53,0,1412,1368,38,0,0,0,0,43,10,0,77,0,487,0,0,37,0,0,0
Ransomware,0,0,0,0,106,306,2556,0,1,0,187,0,202,0,0,11,0,4,11,25,0,12,9,0,4,6,0,0,24,3234,769,0,0,24,10223,150,3723,348,0,10,0,15,0,0,0,71,1083,270,0,66,0,0,51,17,30,132,0,0,13,0,11,0,5,0
Ransomware,0,0,0,42,0,0,0,392,0,0,404,89,0,0,0,2,0,0,0,22,0,6,0,0,4,7,0,19,14,643,524,1,0,191,0,356,0,335,0,0,0,69,0,2,0,0,126,0,0,66,0,0,35,20,0,105,0,650,0,0,32,0,0,0
Goodware,0,0,14,0,153,0,59,2681,1,0,0,112,72,0,0,0,0,2,0,31,0,29,42,4,12,0,0,17,0,4747,0,0,0,235,0,4968,0,0,0,0,0,15,1030,0,0,0,53,30,0,44,0,0,338,23,0,0,0,82,39,0,23,0,0,0
Ransomware,0,0,14,0,119,0,0,87,6,0,374,39,0,0,1,4,0,0,0,8,0,753,4,2,0,8,0,12,0,433,0,0,0,17,157,548,588,273,1855,0,0,3,0,0,0,0,0,0,0,44,0,0,0,12,0,172,0,0,8,0,59,0,0,0
Goodware,0,0,0,0,253,0,71,133,0,58,118,47,147,0,0,0,0,7,0,18,0,10,51,5,2,7,0,12,2,157,155,0,0,19,0,4398,0,202,0,0,0,53,1283,0,0,0,0,0,198,21,0,0,45,15,0,118,0,0,0,0,33,63,0,0
Goodware,0,0,0,73,0,113,0,0,0,2,26,0,193,2,1,0,6,4,0,14,1722,15,12,0,11,0,0,9,0,3370,1527,2,0,10,199,268,0,186,0,0,0,0,182,0,0,40,149,65,1,46,6,0,0,8,0,4152,0,0,0,0,38,0,0,0
Goodware,0,0,0,86,386,117,0,0,0,0,8,0,0,4,4,3,0,0,0,13,0,13,52,5,12,0,0,7,0,62767,220,2,0,34,0,39,0,25,5358,0,0,3,783,30,0,0,156,74,0,0,0,0,0,22,0,0,0,0,38,0,603,0,0,0
Goodware,0,0,37,103,126,210,0,220,1,66,11,59,0,2,3,0,1,1,0,2,2256,23,38,0,0,8,0,18,3,553,876,1,70,42,2750,424,53,2544,0,0,0,1,540,15,0,221,114,53,6,0,6,0,0,16,0,204,3,0,46,0,3088,8,0,0
Goodware,0,0,0,96,235,361,19,426,12,5,377,51,398,0,0,0,1,2,11,541,0,23,40,6,0,26,0,20,0,0,0,0,0,38,365,511,12011,328,0,0,0,2,0,0,0,0,0,0,6,33,0,0,29,21,0,48,0,46,22,0,14,0,0,0
Ransomware,2,0,0,143,302,0,0,119,1,2,403,103,0,0,14,1,1,81,0,9,0,16,52,3,0,8,0,0,81,302,941,1,0,2,356,360,0,371,417,0,0,77,0,0,0,0,0,36,0,0,0,0,0,22,0,7,0,0,50,0,0,0,0,0
Goodware,0,0,0,0,0,162,55,566,7,0,28,67,49,4,0,0,6,7,14,17,22360,0,11,2,0,0,0,14,0,335,0,0,0,28,0,663,0,292,85,0,0,11,0,0,0,0,0,0,4,0,0,0,0,1,0,61,0,0,38,3,46,0,0,0
Goodware,0,0,0,36,226,0,0,236,0,51,0,0,255,0,0,1,1,3,0,14,0,27,46,2,10,0,0,10,0,11043,813,1,0,176,487,0,0,520,0,0,0,2,0,0,0,818,0,0,0,0,0,0,46,2,9,0,0,93,13,2,0,0,0,4
Goodware,2,0,0,129,0,773,20,210,1,29,1191,71,0,0,0,0,6,0,0,0,0,4,49,0,0,0,0,24,7,0,1160,1,0,27,173,210,0,258,280,0,0,82,0,22,0,295,107,75,4,32,0,0,223,10,298,23,3023,0,55,0,4,0,0,0
Ransomware,0,0,4,3122,286,0,0,271,1,0,426,50,281,0,0,6,0,2,1,26,0,8,29,4,4,8,0,0,22,703,1002,1,0,313,26,440,0,0,2439,0,0,1,2151,27,0,475,127,15,0,94,0,0,0,0,70,18,0,0,13,0,242,0,0,0
Goodware,0,0,0,103,197,0,0,0,46,34,3,17,484,0,0,0,0,3,7,25,0,6,51,5,0,0,0,0,42,328,506,1,0,37,324,0,0,281,2908,0,0,6,0,10,0,0,113,66,0,0,0,0,33,20,53,134,0,0,0,0,682,5,0,0
Ransomware,5,1,0,47,0,3004,49,135,10,0,487,107,342,0,0,0,1,0,0,28,940,0,32,1,7,0,0,2,0,602,1629,0,0,51,245,449,8909,385,1742,3,0,49,680,40,0,272,43,981,0,7,5,0,37,19,0,119,18,29,0,0,694,0,0,0
Ransomware,0,0,3,64,250,0,55,100,2,12,0,44,48,0,0,0,0,10,4,20,1581,21,35,4,4,0,0,4,3,280,750,1,343,43,176,547,0,0,0,0,0,2,0,0,0,339,0,0,0,0,0,0,574,29,8807,1466,0,0,30,0,20,0,0,0
Ransomware,0,0,57,124,137,298,58,54,1,0,0,44,287,0,0,0,1,5,0,0,0,30,44,1,4,7,0,11,29,108,701,0,0,38,181,304,39,414,0,0,0,2,1828,31,0,7,20279,0,0,50,0,0,1907,0,0,44,0,34,75,0,0,63,0,0
Ransomware,0,0,0,103,107,0,0,0,0,26,415,0,245,0,0,0,1,5,0,0,962,6,29,36,0,0,0,16,0,0,0,1,0,201,249,0,0,0,4110,0,0,1,0,0,0,0,146,0,1,2,0,1,47,14,0,188,14,0,0,0,32,0,0,0
Ransomware,0,0,0,91,94,313,66,2995,6,31,354,0,193,0,0,3,1,3,12,7,2378,11,4,5,0,0,0,18,16,415,678,0,0,8,0,376,0,340,0,0,0,63,342,0,0,0,156,0,4,16,0,0,39,29,0,229,11,1388,3,0,6,0,0,0
Goodware,0,0,0,52,177,0,1359,388,0,13,11,29,594,0,0,0,1,3,0,31,0,20,1678,1,3,0,0,13,0,435,698,0,4,2840,0,402,0,425,379,0,0,1,971,0,0,0,121,2037,0,105,0,0,28,19,0,69,0,494,0,0,167,0,0,0
Ransomware,0,0,7,0,55,396,682,222,7,2,14,55,370,0,0,0,3,8,0,28,0,25,30,5,9,7,0,8,394,522,954,0,0,209,0,219,0,97,314,0,0,13,1677,23,0,123,104,27,0,0,1,0,0,20,54,164,0,0,0,0,86,0,0,0
Ransomware,0,0,0,0,0,47,0,245,1,6,4,0,149,0,16,0,60,0,6,20,1841,27,4,0,0,7,0,17,30,614,685,0,0,189,0,562,0,245,0,3,0,2,2432,44,0,0,0,1001,1,103,0,0,35,21,0,96,0,60,0,0,56,0,0,0
Ransomware,2,0,0,111,0,0,0,166,4,0,0,0,160,0,0,1,7,0,0,9,0,30,16,3,8,0,0,17,0,282,0,0,0,172,0,59,0,313,0,0,0,1,0,15,0,205,20,0,33,667,4,0,0,27,0,0,0,64,23,0,0,0,0,4
Goodware,0,0,16,62,0,220,26,355,0,0,121,37,157,0,0,0,4,0,0,14,0,23,646,3,1,7,0,14,14,265,0,0,221,53,0,546,0,149,0,0,0,40,0,0,0,0,104,0,0,0,5,0,29,1,0,157,5,0,0,1,25,63,0,0
Ransomware,0,0,1,89,225,156,0,468,0,86,26,30,43,0,14,0,6,0,0,6,0,0,20,2,0,7,0,18,0,392,423,0,0,9,288,590,0,328,0,0,0,3,0,0,0,0,43,111,0,0,6,13,27,18,0,88,0,53,0,0,57,0,0,0
Ransomware,0,0,0,39,0,0,63,258,0,0,0,62,0,16,0,0,2,0,0,26,3037,33,13,0,0,8,0,18,0,678,599,1,0,13,0,167,0,417,0,0,0,2,0,44,0,0,0,171,31,19,0,0,0,1021,0,15,0,156,0,0,1135,0,0,0
Goodware,0,0,0,122,0,0,70,404,2,0,19,101,173,0,0,0,0,0,18,13,0,22,29,5,5,12,0,2,0,711,0,0,1141,26,132,4935,0,322,546,0,0,14,2460,12,0,0,89,0,42,123,0,69,44,18,0,61,0,0,21,0,36,0,0,0
Goodware,0,0,0,67,103,0,0,217,6,2,0,21,0,0,0,0,1,5,0,18,172,29,27,0,7,35,0,18,0,8103,504,0,0,0,0,312,0,48,0,4,0,3,1639,0,4,119,68,271,0,26,0,0,15,29,0,52,0,0,45,0,57,0,0,0
Ransomware,68,0,2,797,286,437,0,327,5,24,1350,85,0,14,0,0,7,4,0,17,0,22,43,2,11,0,0,8,10,47145,1054,2,69,42,263,49,347,268,0,2,0,36,694,19,0,0,0,10,32,124,4,0,0,19,0,17,0,0,104,0,29,0,0,7
Goodware,0,0,39,36,251,329,69,0,0,33,508,34,235,1,0,0,0,12,7,17,0,0,40,1,0,0,0,9,0,232,13508,0,0,181,18,480,0,101,3499,0,0,68,1299,0,0,0,54,64,0,0,5,0,18,9,0,194,0,0,33,0,25,0,0,0
Goodware,0,0,78,47,257,0,70,387,0,9,83,68,261,0,0,0,1,4,19,26,0,31,21,6,1,0,0,4,0,134,1326,0,24,22,399,0,0,345,0,0,5,10,0,8,0,100,0,0,16,12,0,0,17,21,14,1856,0,0,0,0,0,0,0,0
