Label,CopyFileA,CopyFileW,CreateDirectoryW,DeleteFileW,DeviceIoControl,FindFirstFileExW,GetFileAttributesExW,GetFileAttributesW,GetFileInformationByHandle,GetFileInformationByHandleEx,GetFileSize,GetFileSizeEx,GetFileType,GetFileVersionInfoExW,GetFileVersionInfoSizeExW,GetFileVersionInfoSizeW,GetFileVersionInfoW,GetShortPathNameW,GetSystemDirectoryA,GetSystemDirectoryW,GetSystemTimeAsFileTime,GetSystemWindowsDirectoryA,GetSystemWindowsDirectoryW,GetTempPathW,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,GetVolumePathNameW,InternetReadFile,MoveFileWithProgressW,NtCreateFile,NtDeviceIoControlFile,NtOpenDirectoryObject,NtOpenFile,NtQueryAttributesFile,NtQueryDirectoryFile,NtQueryInformationFile,NtReadFile,NtSetInformationFile,NtWriteFile,RemoveDirectoryA,RemoveDirectoryW,SearchPathW,SetEndOfFile,SetFileAttributesW,SetFileInformationByHandle,SetFilePointer,SetFilePointerEx,SetFileTime,SUMMARY_DIRECTORY_CREATED,SUMMARY_DIRECTORY_ENUMERATED,SUMMARY_DIRECTORY_REMOVED,SUMMARY_FILE_COPIED,SUMMARY_FILE_CREATED,SUMMARY_FILE_DELETED,SUMMARY_FILE_EXISTS,SUMMARY_FILE_FAILED,SUMMARY_FILE_MOVED,SUMMARY_FILE_OPENED,SUMMARY_FILE_READ,SUMMARY_FILE_RECREATED,SUMMARY_FILE_WRITTEN,URLDownloadToFileW,FindFirstFileExA,NtQueryFullAttributesFile
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,65,0,0,70,13,5947,0,8,233,36,0,0,2,0,5,7,0,5,0,0,0,1,5,8,0,0,0,520,1677,0,394,160,509,0,641,51,0,0,0,0,0,0,0,1,0,0,14,23,0,0,0,0,0,0,0,0,69,0,2165,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,65,0,0,70,13,5937,0,8,0,36,3,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,521,1683,0,394,160,511,0,667,53,0,0,0,0,0,0,0,452,0,0,14,29,0,0,28,0,0,0,0,0,69,0,2184,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,521,0,0,395,0,513,0,664,53,0,0,0,0,0,0,0,1,0,0,14,31,0,0,28,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,65,0,0,70,13,51,0,0,0,36,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,10,1683,0,395,10,512,0,666,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,28,0,0,0,0,0,2,0,36,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,65,0,0,69,1216,5937,0,8,390,36,2,0,0,0,0,7,0,6,0,0,0,2,5,8,0,0,0,520,0,0,394,160,511,0,7936,52,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,69,0,2184,0,0,0
Goodware,0,0,65,0,0,70,13,51,0,8,0,36,0,0,0,0,0,7,0,5,0,0,0,0,5,0,0,0,0,521,1679,0,395,10,509,0,661,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,28,0,0,0,0,0,2,0,36,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,65,0,0,70,13,51,0,0,0,36,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,521,1681,0,395,0,510,0,661,53,0,0,0,0,0,0,0,452,0,0,0,27,0,0,28,0,0,0,0,0,69,0,1,0,0,0
Ransomware,0,0,65,0,0,70,13,5956,0,0,1,36,0,0,0,0,5,7,0,6,0,0,0,0,0,8,0,0,0,521,0,3,395,160,513,0,640,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,69,0,36,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,65,0,0,70,13,51,0,0,0,36,0,0,0,0,5,7,0,6,0,0,0,0,5,8,0,0,0,521,0,0,395,10,512,0,613,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,69,0,36,0,0,0
Ransomware,0,0,65,0,0,70,13,51,0,0,0,36,0,0,0,0,0,7,0,2,0,0,0,0,0,8,0,0,0,521,1683,0,395,160,513,0,667,0,0,0,0,0,0,0,0,1,0,0,0,27,0,0,28,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,1579,0,0,0,0,0,0,0,4947,0,0,2,160,514,0,2,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,1,0,0,0,0,5,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,1681,0,2,0,0,0,664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,65,0,0,7429,13,51,0,0,0,36,0,0,0,0,0,7,0,5,11,0,2,0,5,0,0,0,0,521,1680,0,395,10,502,0,651,53,0,0,0,0,0,0,0,451,0,0,0,29,0,0,28,0,0,0,0,0,69,0,36,0,0,0
Ransomware,0,0,65,0,0,70,13,5958,0,8,260,36,0,0,0,0,5,7,0,6,0,0,0,0,5,8,0,0,0,521,0,0,2,160,514,0,7710,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69,0,36,0,0,0
Goodware,0,0,0,0,0,70,13,51,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,65,0,0,70,13,51,0,8,4,36,0,0,0,0,5,7,0,6,0,0,0,0,5,8,0,0,0,521,1685,0,395,160,513,0,662,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,69,0,36,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,1,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,10,0,0,2,0,514,0,2,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,65,0,0,70,13,51,0,0,0,36,0,0,0,0,0,7,0,5,0,0,0,0,0,8,0,0,0,521,0,0,395,0,514,0,659,53,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,69,0,36,0,0,0
Goodware,0,0,0,0,0,0,13,50,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,1672,0,2,0,512,0,2,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,10,0,0,2,0,0,0,662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,2,0,0,0,5,7,0,4,0,0,0,0,5,0,0,0,0,521,1684,0,395,10,511,0,666,53,0,0,0,0,0,0,0,451,0,0,14,31,0,0,28,0,0,0,0,0,69,0,36,0,0,0
Goodware,0,0,65,0,0,70,13,5948,0,8,344,36,1,0,0,0,5,7,0,5,0,0,3,0,5,8,0,0,0,521,1682,0,395,160,509,0,660,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,732,0,0,0,0,0,69,0,36,0,0,0
Ransomware,0,0,65,0,0,69,13,5957,0,8,345,36,4,0,0,0,5,7,0,2,0,0,0,3,5,0,0,0,0,520,0,0,394,160,509,0,630,53,0,0,0,0,0,0,0,1,0,0,14,0,0,0,731,0,0,0,0,0,69,0,2196,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,65,0,0,70,13,51,0,8,282,36,0,0,0,0,0,7,0,5,0,0,0,0,0,8,0,0,0,521,0,3,395,160,514,0,648,53,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,69,0,1,0,0,0
Goodware,0,0,0,0,0,70,13,51,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,65,0,0,0,13,5936,0,9,0,36,4,0,0,0,0,7,170,4,0,0,0,0,19,0,0,0,0,518,1666,0,394,10,482,0,665,53,0,0,0,0,0,0,0,439,0,0,14,27,0,0,28,0,0,0,0,0,69,0,36,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,1670,0,2,10,512,0,8033,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,28,0,0,0,0,0,2,0,1579,0,0,0
Goodware,0,0,65,0,0,70,13,51,0,8,319,36,1,0,0,0,5,7,0,5,0,0,0,0,5,0,0,0,0,520,0,0,2,160,513,0,8011,53,0,0,0,0,0,0,0,1,0,0,14,4,0,0,0,0,0,0,0,0,69,0,2189,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,65,0,0,70,13,51,0,0,0,36,0,0,0,0,0,7,0,5,0,0,0,0,5,0,0,0,0,521,1682,0,395,10,512,0,665,0,0,0,0,0,0,0,0,452,0,0,14,28,0,0,28,0,0,0,0,0,2,0,36,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,395,10,514,0,667,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,28,0,0,0,0,0,2,0,36,0,0,0
Goodware,0,0,65,0,0,66,13,51,0,8,0,36,3,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,520,0,0,2,160,513,0,668,53,0,0,0,0,0,0,0,1,0,0,14,29,0,0,28,0,0,0,0,0,58,0,1,0,0,0
Goodware,0,0,0,0,0,70,13,51,0,0,0,36,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,10,0,0,395,10,513,0,664,0,0,0,0,0,0,0,0,452,0,0,0,31,0,0,28,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,0,0,0,68,13,5959,0,0,0,36,1065,0,0,0,5,7,0,6,0,0,0,0,5,8,0,0,0,520,0,0,394,160,514,0,662,0,0,0,0,0,0,0,0,1,0,0,14,32,0,0,28,0,0,0,0,0,69,0,2042,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,1668,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,10,0,0,2,0,513,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Goodware,0,0,65,0,0,70,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,521,1682,0,395,0,513,0,667,0,0,0,0,0,0,0,0,452,0,0,14,30,0,0,28,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,64,0,0,69,13,5955,0,9,1,36,4,0,0,0,0,7,0,5,0,0,31,0,19,0,0,0,0,516,1669,0,393,10,507,0,8033,52,0,0,0,0,0,0,0,1,0,0,14,0,0,0,28,0,0,0,0,0,69,0,2079,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
Ransomware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1,0,0,0
Goodware,0,0,0,0,0,0,13,51,0,0,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
